City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
224,Lorengau,PG,-2.0226,147.2712,82.22,78,98,6.29,overcast clouds
225,Ostrovnoy,RU,68.0531,39.5131,31.12,82,96,9.8,overcast clouds
226,Chuy,UY,-33.6971,-53.4616,72.52,70,98,13.65,overcast clouds
227,Corner Brook,CA,48.9667,-57.9484,55.53,40,58,1.5,broken clouds
228,Peque,CO,7.0212,-75.9093,75.2,72,96,2.04,overcast clouds
229,Vohma,EE,58.6283,25.5483,45.1,86,77,5.46,broken clouds
230,Camacha,PT,33.0833,-16.3333,77.54,69,40,9.22,scattered clouds
231,Provideniya,RU,64.3833,-173.3,12.83,85,97,11.74,overcast clouds
232,Caucaia,BR,-3.7361,-38.6531,85.95,73,40,16.11,scattered clouds
233,Ternate,ID,0.8,127.4,80.38,81,100,1.36,overcast clouds
234,Mayo,US,38.8876,-76.5119,63.12,82,20,7.0,few clouds
235,Bredasdorp,ZA,-34.5322,20.0403,71.28,60,26,9.22,scattered clouds
236,Alice Springs,AU,-23.7,133.8833,60.35,72,90,8.05,light rain
237,Fukue,JP,32.6881,128.8419,63.99,71,44,4.68,scattered clouds
238,Mongoumba,CF,3.6415,18.5936,82.96,68,61,2.59,broken clouds
239,Kenora,CA,49.8167,-94.4337,47.59,76,90,6.91,overcast clouds
240,Olafsvik,IS,64.8945,-23.7142,42.73,87,52,15.73,broken clouds
241,Ullapool,GB,57.8987,-5.1604,51.76,87,65,4.32,broken clouds
242,Pringsewu,ID,-5.3582,104.9744,75.36,96,76,2.55,broken clouds
243,Shahrud,IR,36.4182,54.9763,53.89,49,28,6.6,scattered clouds
244,Seoul,KR,37.5683,126.9778,53.04,90,0,1.14,clear sky
245,Georgetown,MY,5.4112,100.3354,78.73,93,40,5.01,scattered clouds
246,Sorong,ID,-0.8833,131.25,79.11,84,83,5.1,broken clouds
247,Samarkand,UZ,39.6542,66.9597,49.42,62,59,0.0,broken clouds
248,Tuy Hoa,VN,13.0833,109.3,76.23,91,34,3.47,scattered clouds
249,Elat,IL,29.5581,34.9482,85.84,48,91,6.91,overcast clouds
250,Maniitsoq,GL,65.4167,-52.9,35.78,85,100,25.08,overcast clouds
251,Lavrentiya,RU,65.5833,-171.0,10.11,77,59,5.55,broken clouds
252,Mehamn,NO,71.0357,27.8492,37.31,80,83,5.21,broken clouds
253,Lucena,PH,13.9314,121.6172,79.09,87,85,10.89,overcast clouds
254,Fare,PF,-16.7,-151.0167,77.74,72,7,17.76,light rain
255,Vanavara,RU,60.34,102.2797,34.88,74,100,14.83,overcast clouds
256,Pakokku,MM,21.3333,95.1,80.24,74,37,4.38,scattered clouds
257,Victor Harbor,AU,-35.5667,138.6167,51.91,91,3,1.01,clear sky
258,Talnakh,RU,69.4865,88.3972,18.16,96,100,3.65,light snow
259,Vardo,NO,70.3705,31.1107,37.6,75,57,12.97,broken clouds
260,Bitung,ID,1.4451,125.1824,76.05,81,100,4.23,overcast clouds
261,Burns Lake,CA,54.2331,-125.7533,11.62,83,56,1.1,broken clouds
262,Yulara,AU,-25.2406,130.9889,58.84,88,75,8.05,broken clouds
263,Shubarshi,KZ,48.5872,57.1869,45.7,74,63,8.16,broken clouds
264,Elliot,ZA,-31.3333,27.85,58.19,59,17,7.92,few clouds
265,Bosaso,SO,11.2842,49.1816,83.32,68,4,13.02,light rain
266,Jiuquan,CN,39.7432,98.5174,41.54,38,0,5.75,clear sky
267,Kipini,KE,-2.5257,40.5262,80.89,80,82,12.48,broken clouds
268,Calvinia,ZA,-31.4707,19.776,77.52,25,44,2.57,scattered clouds
269,Crestview,US,30.7621,-86.5705,64.24,72,75,7.0,broken clouds
270,Siavonga,ZM,-16.5382,28.7088,87.69,39,0,2.42,clear sky
271,Muros,ES,42.7762,-9.0603,66.24,85,100,9.08,overcast clouds
272,Uni,RU,57.7535,51.4923,39.33,98,100,10.58,overcast clouds
273,Mahon,ES,39.8885,4.2658,70.36,88,75,17.27,broken clouds
274,Eskil,TR,38.4017,33.4131,54.86,50,76,4.45,broken clouds
275,Camana,PE,-16.6228,-72.7111,69.1,72,73,7.36,broken clouds
276,Kimbe,PG,-5.5502,150.1429,76.03,92,87,4.36,overcast clouds
277,Kalinagar,IN,28.6167,80.1,65.62,61,0,3.15,clear sky
278,Imeni Zhelyabova,RU,58.9544,36.5956,43.23,94,31,5.66,scattered clouds
279,Salvador,SV,13.8333,-88.9167,79.2,72,95,3.91,overcast clouds
280,Madang,PG,-5.2246,145.7966,78.51,89,99,6.11,overcast clouds
281,Ugoofaaru,MV,5.6667,73.0,81.63,73,91,8.32,overcast clouds
282,Herat,AF,34.5,62.0,61.02,22,8,8.5,clear sky
283,Atambua,ID,-9.1061,124.8925,77.63,79,100,0.4,overcast clouds
284,Kalmunai,LK,7.4167,81.8167,79.77,82,68,7.31,broken clouds
285,Saint-Philippe,RE,-21.3585,55.7679,74.79,81,65,5.14,broken clouds
286,Batticaloa,LK,7.7102,81.6924,80.56,80,73,6.71,light rain
287,Umm Lajj,SA,25.0213,37.2685,84.02,51,52,8.37,broken clouds
288,Honiara,SB,-9.4333,159.95,77.94,87,39,6.44,scattered clouds
289,Baghdad,IQ,33.3406,44.4009,85.91,48,75,16.11,broken clouds
290,Doha,QA,25.2867,51.5333,84.51,68,20,5.75,few clouds
291,Havoysund,NO,70.9963,24.6622,38.28,68,76,1.79,broken clouds
292,Karlstad,SE,59.3793,13.5036,50.56,100,90,9.22,overcast clouds
293,Amazar,RU,53.858,120.875,21.38,60,17,2.21,few clouds
294,Olinda,BR,-8.0089,-34.8553,83.93,61,40,10.36,scattered clouds
295,Pingdingshan,CN,33.7385,113.3012,63.45,63,53,3.56,broken clouds
296,Kutoarjo,ID,-7.7169,109.9128,77.86,92,100,2.19,overcast clouds
297,Ilebo,CD,-4.3167,20.5833,80.73,67,68,4.76,broken clouds
298,Tupik,RU,54.4253,119.9327,22.01,42,32,3.98,scattered clouds
299,Mogadishu,SO,2.0371,45.3438,79.74,78,3,11.59,clear sky
300,Vila Velha,BR,-20.3297,-40.2925,76.95,78,75,9.22,broken clouds
301,Marzuq,YE,14.4,46.4667,77.22,48,99,7.63,overcast clouds
302,Oranjestad,AW,12.524,-70.027,85.95,70,40,19.57,scattered clouds
303,Walvis Bay,NA,-22.9575,14.5053,67.15,63,0,10.36,clear sky
304,Puke,AL,42.0444,19.8997,53.69,70,0,6.26,clear sky
305,Port Keats,AU,-14.25,129.55,83.17,77,98,7.94,overcast clouds
306,Shakhtinsk,KZ,49.71,72.5872,36.16,60,98,12.86,overcast clouds
307,Kawalu,ID,-7.3817,108.2082,73.11,98,100,1.1,overcast clouds
308,Latung,PH,5.5,120.8833,83.68,74,90,4.16,overcast clouds
309,Petropavl,KZ,54.8753,69.1628,29.95,97,100,13.13,light snow
310,Williamsburg,US,37.2707,-76.7075,66.76,69,1,4.61,clear sky
311,Tezu,IN,27.9167,96.1667,66.79,57,1,4.5,clear sky
312,Warka,PL,51.7843,21.1909,60.91,53,35,12.86,scattered clouds
313,Clyde River,CA,70.4692,-68.5914,32.23,100,90,14.97,snow
314,Faanui,PF,-16.4833,-151.75,78.28,69,12,17.09,few clouds
315,Guadalupe Y Calvo,MX,26.1,-106.9667,62.15,42,0,3.0,clear sky
316,Bethel,US,41.3712,-73.414,62.49,92,90,1.01,light rain
317,Mpraeso,GH,6.5932,-0.7346,84.15,59,83,4.7,broken clouds
318,Murwara,IN,23.85,80.4,65.7,53,73,2.24,broken clouds
319,Axim,GH,4.8699,-2.2405,82.36,74,73,9.19,broken clouds
320,Copperas Cove,US,31.1241,-97.9031,70.56,36,1,0.0,clear sky
321,Gornopravdinsk,RU,60.05,69.9,23.74,96,100,4.07,light snow
322,Guanica,PR,17.9716,-66.908,89.2,65,1,5.99,clear sky
323,Ahipara,NZ,-35.1667,173.1667,62.35,96,100,17.36,heavy intensity rain
324,Fairbanks,US,64.8378,-147.7164,29.1,87,75,9.22,broken clouds
325,Gannan,CN,47.9147,123.5031,29.89,42,79,11.77,broken clouds
326,Upata,VE,8.0086,-62.3989,85.19,74,59,4.05,broken clouds
327,Egvekinot,RU,66.3167,-179.1667,-2.63,86,84,10.16,broken clouds
328,Mamallapuram,IN,12.6264,80.1722,81.7,81,97,10.11,overcast clouds
329,Talcahuano,CL,-36.7167,-73.1167,60.48,67,0,11.5,clear sky
330,Akyab,MM,20.15,92.9,80.4,78,5,6.06,clear sky
331,Maceio,BR,-9.6658,-35.7353,87.24,54,75,5.75,broken clouds
332,Khani,GE,41.9563,42.9566,54.97,75,22,5.97,few clouds
333,Hokitika,NZ,-42.7167,170.9667,53.11,79,28,14.16,scattered clouds
334,Kaputa,ZM,-8.4689,29.6619,80.11,57,35,9.82,scattered clouds
335,Kapit,MY,2.0167,112.9333,75.31,98,100,0.81,overcast clouds
336,Timizart,DZ,36.8,4.2667,72.21,41,100,2.19,overcast clouds
337,Ayan,RU,56.45,138.1667,23.85,50,2,14.5,clear sky
338,Biak,ID,-0.9131,122.8766,76.46,86,71,2.75,broken clouds
339,Villa Bruzual,VE,9.3328,-69.1208,73.72,95,100,0.87,overcast clouds
340,Savinka,RU,50.0785,47.0994,45.07,61,20,8.05,few clouds
341,Tual,ID,-5.6667,132.75,82.98,75,93,7.0,overcast clouds
342,Laje,BR,-10.1833,-40.9667,91.4,21,4,9.24,clear sky
343,Ayagoz,KZ,47.9714,80.4392,39.07,59,100,7.27,overcast clouds
344,Tungi,BD,23.89,90.4058,80.6,61,0,9.22,haze
345,Road Town,VG,18.4167,-64.6167,86.04,66,20,10.36,few clouds
346,Plettenberg Bay,ZA,-34.0527,23.3716,63.77,80,3,3.96,clear sky
347,Katsuura,JP,35.1333,140.3,59.11,60,29,4.74,scattered clouds
348,Isla Mujeres,MX,21.2311,-86.731,78.17,54,93,10.51,overcast clouds
349,Xingyi,CN,24.1877,102.817,56.71,99,79,3.65,broken clouds
350,West Wendover,US,40.7391,-114.0733,42.01,81,40,0.0,scattered clouds
351,Skibbereen,IE,51.55,-9.2667,51.6,71,92,15.48,overcast clouds
352,Bad Lippspringe,DE,51.7833,8.8167,56.25,73,100,8.99,overcast clouds
353,Balkanabat,TM,39.5108,54.3671,58.87,50,91,3.15,overcast clouds
354,Yinchuan,CN,38.4681,106.2731,47.39,33,0,5.39,clear sky
355,Ajaccio,FR,42.0,8.9167,64.38,52,0,3.44,clear sky
356,Zverinogolovskoye,RU,54.4586,64.8542,34.48,97,100,17.45,light rain
357,Hovd,MN,48.0056,91.6419,35.31,50,73,5.73,broken clouds
358,Tarko-Sale,RU,64.9225,77.785,15.04,93,100,18.59,light snow
359,Riyadh,SA,24.6877,46.7219,84.34,30,79,7.65,broken clouds
360,Ziro,IN,27.6333,93.8333,46.83,83,22,1.74,few clouds
361,Marienburg,PL,54.0359,19.0266,55.96,71,39,8.79,scattered clouds
362,Stornoway,GB,58.2093,-6.3865,53.92,76,20,4.61,few clouds
363,Kpandae,GH,8.4689,-0.0113,89.31,52,100,3.89,overcast clouds
364,Lata,PT,40.1629,-8.3327,67.05,82,100,4.36,light rain
365,Lompoc,US,34.6391,-120.4579,61.92,91,90,0.0,mist
366,Nome,US,64.5011,-165.4064,6.87,85,1,0.0,clear sky
367,Kodiak,US,57.79,-152.4072,47.71,87,90,24.16,mist
368,Salinas,US,36.6777,-121.6555,60.39,95,90,0.0,mist
369,Padang,ID,-0.9492,100.3543,75.25,88,100,2.98,overcast clouds
370,Norilsk,RU,69.3535,88.2027,18.5,96,100,2.59,light snow
371,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,58,40,18.41,scattered clouds
372,Hamilton,US,39.1834,-84.5333,55.98,96,90,1.99,mist
373,Sobolevo,RU,54.4299,31.8996,47.35,84,39,10.49,scattered clouds
374,Geraldton,AU,-28.7667,114.6,59.41,77,0,6.91,clear sky
375,Adrar,MR,20.5022,-10.0711,89.01,13,100,9.33,overcast clouds
376,Valparaiso,CL,-33.0393,-71.6273,64.63,74,40,6.91,haze
377,Edgewater,US,28.9889,-80.9023,70.23,48,32,10.54,scattered clouds
378,Tyler,US,32.3513,-95.3011,62.62,52,0,1.01,clear sky
379,Derzhavinsk,KZ,51.1,66.3167,41.85,68,100,19.91,overcast clouds
380,Missoula,US,47.0166,-113.8009,30.52,82,7,1.63,clear sky
381,Yarada,IN,17.65,83.2667,80.92,89,20,2.3,mist
382,Suntar,RU,62.1444,117.6319,22.78,93,100,8.05,light snow
383,Tari,NG,12.4086,4.4914,97.68,13,44,3.22,scattered clouds
384,Kuznechikha,RU,57.2161,42.3348,46.02,93,73,8.46,broken clouds
385,Miraflores,MX,19.2167,-98.8083,61.45,56,98,2.95,overcast clouds
386,El Alto,PE,-4.2714,-81.2147,73.06,71,58,11.14,broken clouds
387,Guerrero Negro,MX,27.9769,-114.0611,68.97,71,0,5.28,clear sky
388,Popondetta,PG,-8.7537,148.2534,73.04,95,96,3.33,light rain
389,Pilar,BR,-9.5972,-35.9567,85.93,46,45,10.6,scattered clouds
390,Sfantu Gheorghe,RO,45.8667,25.7833,49.82,68,0,6.4,clear sky
391,Cayenne,GF,4.9333,-52.3333,89.64,75,84,5.99,broken clouds
392,La Rioja,ES,42.25,-2.5,59.04,63,100,2.8,overcast clouds
393,Sovetskiy,RU,61.3614,63.5842,18.28,99,92,3.13,overcast clouds
394,Pacific Grove,US,36.6177,-121.9166,59.97,95,90,3.0,mist
395,Broome,US,42.2506,-75.833,54.01,82,90,1.99,overcast clouds
396,Santiago Del Estero,AR,-27.7951,-64.2615,95.2,32,0,8.52,clear sky
397,Ajdabiya,LY,30.7554,20.2263,70.66,64,5,7.87,clear sky
398,Clifton Springs,AU,-38.15,144.5667,50.14,90,2,5.99,clear sky
399,Houma,US,29.5958,-90.7195,62.01,75,0,9.78,clear sky
400,Nanortalik,GL,60.1432,-45.2371,35.22,72,47,4.36,scattered clouds
401,Saint Anthony,US,45.0205,-93.218,48.88,90,1,3.0,fog
402,Inirida,CO,3.8653,-67.9239,86.11,68,95,2.01,overcast clouds
403,Pasighat,IN,28.0667,95.3333,67.1,69,2,4.14,clear sky
404,Flinders,AU,-34.5833,150.8552,57.79,77,22,1.99,few clouds
405,Erzin,TR,36.9559,36.2,72.12,66,63,7.18,broken clouds
406,Likasi,CD,-10.9814,26.7333,82.44,33,46,9.82,scattered clouds
407,Sistranda,NO,63.7256,8.834,52.9,81,67,5.68,broken clouds
408,Narok,KE,-1.0783,35.8601,65.41,68,99,7.74,light rain
409,Yar-Sale,RU,66.8333,70.8333,11.3,89,100,18.37,overcast clouds
410,Xiamen,CN,24.4798,118.0819,73.26,64,20,8.95,light rain
411,Asyut,EG,27.181,31.1837,89.78,25,100,6.51,overcast clouds
412,Sikasso,ML,10.9167,-7.0,90.07,47,85,1.23,overcast clouds
413,Korla,CN,41.7597,86.1469,54.57,27,100,4.63,overcast clouds
414,Asau,RO,46.4333,26.4,51.76,82,1,2.24,clear sky
415,Shenjiamen,CN,29.9576,122.298,63.68,81,0,10.04,clear sky
416,Acarau,BR,-2.8856,-40.12,84.43,62,63,15.35,broken clouds
417,Dudinka,RU,69.4058,86.1778,16.07,95,100,6.93,light snow
418,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,44.94,68,100,8.72,overcast clouds
419,Orikum,AL,40.3253,19.4714,63.27,68,0,2.33,clear sky
420,Grindavik,IS,63.8424,-22.4338,46.35,76,20,6.91,few clouds
421,Shingu,JP,33.7333,135.9833,61.57,85,100,5.44,overcast clouds
422,Hami,CN,42.8,93.45,52.61,37,99,2.95,overcast clouds
423,Sept-Iles,CA,50.2001,-66.3821,50.43,69,20,1.99,few clouds
424,Mecca,SA,21.4267,39.8261,85.91,41,0,8.79,clear sky
425,Port Hedland,AU,-20.3167,118.5667,71.65,88,0,4.61,clear sky
426,Santa Barbara,US,34.7333,-120.0343,61.14,50,20,1.07,few clouds
427,Tahe,CN,52.3333,124.7333,22.55,48,3,2.48,clear sky
428,Kloulklubed,PW,7.0419,134.2556,83.07,79,100,13.67,moderate rain
429,The Valley,AI,18.217,-63.0578,86.09,61,20,14.97,few clouds
430,Robat Karim,IR,35.4846,51.0829,64.26,52,75,6.91,broken clouds
431,Margate,GB,51.3813,1.3862,57.06,73,94,1.99,overcast clouds
432,Bijapur,IN,16.8333,75.7,81.43,53,97,10.67,overcast clouds
433,Bolshoye Selo,RU,57.7177,38.9334,47.53,91,69,9.01,broken clouds
434,Zhifang,CN,30.35,114.3167,73.0,52,70,3.74,light rain
435,Vila,PT,42.0304,-8.1588,56.28,89,100,5.06,overcast clouds
436,Changli,CN,39.7042,119.1506,55.06,75,99,4.05,overcast clouds
437,Poya,NC,-21.35,165.15,70.66,84,1,2.75,clear sky
438,Bagdarin,RU,54.4333,113.6,22.05,62,44,0.49,scattered clouds
439,Tromso,NO,69.6496,18.957,35.38,86,0,2.3,clear sky
440,Ihlow,DE,51.8833,13.3333,56.39,54,75,12.66,broken clouds
441,Vermilion,US,40.1667,-87.7506,55.56,91,90,3.0,overcast clouds
442,Mardin,TR,37.3131,40.7436,59.11,60,100,5.61,overcast clouds
443,Chardara,KZ,41.2547,67.9692,55.38,50,100,9.66,overcast clouds
444,Vostok,RU,46.4856,135.8833,35.01,71,100,0.89,overcast clouds
445,Price,US,39.5994,-110.8107,45.66,70,1,0.0,clear sky
446,Sisimiut,GL,66.9395,-53.6735,32.67,77,100,16.87,overcast clouds
447,Matadi,CD,-5.8167,13.45,85.96,66,88,7.99,light rain
448,Chilca,PE,-12.5211,-76.7372,67.84,75,96,7.38,overcast clouds
449,Floro,NO,61.5996,5.0328,53.56,62,75,13.8,broken clouds
450,Pangody,RU,65.85,74.4859,14.02,93,100,16.53,overcast clouds
451,Bairiki,KI,1.3292,172.9752,80.6,83,20,2.3,few clouds
452,Katubao,PH,5.8892,124.8294,80.13,81,65,1.39,broken clouds
